10,Melissa,James,"637 Neal Island Suite 074
Lake Tyler, RI 28775",kellypeter@gmail.com,pbkdf2:sha256:260000$UGlec9GJaH8Np4Ge$e879a39e11feb106c3e9cfbc55b1a299b0d69c2f256798ac8a7efea8a74341ac,0,-1376.34
11,Lisa,Bush,"774 Lewis Grove Apt. 002
Adamtown, CA 56566",tarasanders@gmail.com,pbkdf2:sha256:260000$n6ghFzluNjU2K0Xu$f11295016be904b18f260bee33a3909f6760b99248b33f87656e3542320bf29e,1,9264.75
12,Bruce,Miller,"9168 Williams Falls
South Jeffrey, KY 46651",virginia18@yahoo.com,pbkdf2:sha256:260000$c9eooHtby7vQPQid$273a540c86af562e96f5afc116a53dd847d77f34053f1501ee5f943a7072fca4,0,-6874.52
13,Mark,Burnett,"37933 Lisa Trace
Gomezshire, SC 65835",jensenanthony@hotmail.com,pbkdf2:sha256:260000$7IhvgsRoK87jiyl3$fbf73022bddb6ee22e203937a969bab1e757b083661d44b70f44280888c81e9f,0,-1508.93
14,Courtney,Valdez,"76254 Debra Stream
Reyeschester, KS 70454",kmalone@gmail.com,pbkdf2:sha256:260000$tbK0p1WKzLbB2MIU$e4883e536d7521e3641e1e199a67180c564014d260e7bfade2b3bc6d0ea6541e,1,852.1000000000004
15,Henry,Moss,"48487 Kendra Ports Suite 076
South Michaelton, KY 97488",kingerin@hotmail.com,pbkdf2:sha256:260000$0hYJdHbdKoCaQ0xM$6377d5a2c93da08def7e190705acc8f0669d76393ecdabe94dd4eca1be2916fc,0,-1983.66
16,Amy,Fowler,"4440 Osborne Viaduct Suite 488
Veronicaborough, WY 57084",meganbrady@gmail.com,pbkdf2:sha256:260000$YWUhqJI4B38d4dw9$e2359a55a77d2e58d33ba3f36b330f0cfcde755b483b35582085b6b92e7c27bf,1,11373.17
17,Tammy,Reilly,"514 Travis Track Suite 366
Rowefurt, AZ 76875",kgomez@gmail.com,pbkdf2:sha256:260000$wNhk0ntORIBgrUQJ$5673d829420b6c3943751b439138909354058f0283b25e005613856d84331e24,0,-6198.53
18,Robin,Harris,"78209 Darlene Bypass Suite 137
Port Stephen, VT 44235",thomaspeters@hotmail.com,pbkdf2:sha256:260000$sIL0z371BiDP8uDf$bf6e46b013830648b8a1b1f2d102d27b0ee619fe963dd12c0b212f32b3c3f3e3,0,-113.19
19,Jared,Vaughn,"1086 Johnson Path Apt. 155
South Tammyberg, NC 82490",susan06@yahoo.com,pbkdf2:sha256:260000$OwiHKkMfjAucRTdf$3567af63b3baa278207411c6031f777eefd33291ded27f7aa341c056322bac2a,1,5392.700000000001
20,Lauren,Mcdaniel,"01992 Emily Light
South Samuelmouth, IA 18566",william86@gmail.com,pbkdf2:sha256:260000$ExStKPEdjr89LXcP$cc1afad8569a40ac07a53f57b3d8d781e9ef8db74d1bcf2e95bdca06975bb914,1,2748.4299999999994
21,Brian,Richardson,"42954 Walters Highway
Johnsonchester, MS 95905",michaelanderson@hotmail.com,pbkdf2:sha256:260000$AXkWRNiASNhSaDsy$fa99bf553aabaa9756e34edde225471e307595d06ed1548bd4777338807ac2d5,0,-1968.1599999999999
22,Maria,Harris,"01575 Erica Land
Elizabethbury, OH 72804",deleonwilliam@gmail.com,pbkdf2:sha256:260000$OtrP6bkWqBwkMv8V$fdf6a7e60d9ae498834bd6e0e3baa2e59e5820c08a0a9d04264b41d0f658b245,1,1053.76
23,Heather,Davis,"68971 Hansen Well
Moniquetown, IN 65740",joshua07@yahoo.com,pbkdf2:sha256:260000$9plapUbANYez9Bfk$c7af62219cbd8a09b6957f1ae02c49cde6beaefb958c415dfb67a068d9edd94a,1,2658.9
24,Patrick,Spears,"Unit 7879 Box 9368
DPO AA 64290",leonardsutton@gmail.com,pbkdf2:sha256:260000$uouhZURQwOQ6USOu$2c8e89c6862e9d47a84557d6a0e8b2edb42495221ab06ccc868b1ea9a8165a9e,1,1362.1299999999999
25,Debra,Aguilar,"1140 Christine Shoals
South Jamie, MD 26932",hromero@hotmail.com,pbkdf2:sha256:260000$UdS9E7eLnytGWKB6$7dd603e949ed05eb8160e1e98adea1bacf9e8828fbe95ac696bdd8bdaca2412c,0,-9555.78
26,Cody,Crawford,"835 April Plains Suite 297
New Scott, NM 79664",angela30@gmail.com,pbkdf2:sha256:260000$WeyIeTeA5c11mNUd$0e55b4042b9d23c8501d4ab6bc14a37d1f1491c83cfd9fba5c6bfa6fb67278d4,1,5668.5599999999995
27,Cynthia,Faulkner,"1974 Patrick Summit Suite 394
North Ericshire, NM 08797",ygraham@hotmail.com,pbkdf2:sha256:260000$NPsCi8DRsMmLPhMN$dd069f27f7eddf7781c149994c0edcb7ac9f77dd2646a8fa10274982a981c0b9,1,8531.48
28,Kelly,Casey,"3975 Joseph Keys
East Steven, DC 36784",millerlori@yahoo.com,pbkdf2:sha256:260000$BIpKLkWTkrPfMfZY$8127a6eb8e7eca08342ce6e29863361f2d62c06fb6a7ca1463c8135ddb314ba2,1,-3886.9700000000003
29,Thomas,Patel,"76031 Garcia Falls
South Alexis, MN 69377",pmartinez@yahoo.com,pbkdf2:sha256:260000$zE7We1w3pImMbIHw$0e3726250ce36e615afec34a2407d620b59324f07933f18cf469735acadb58ce,0,625.07
30,Johnny,Martinez,"PSC 0367, Box 4656
APO AA 95684",stafforderic@gmail.com,pbkdf2:sha256:260000$wFDzaigcuknhX5kS$6f6843dc0f92c36d9de649fcbb5cba8981dc919511de98f1b45b4f174d7cfa3b,0,-4796.57
31,David,Turner,"39140 Sheila Ferry
Lake Michael, KY 01682",smithsabrina@gmail.com,pbkdf2:sha256:260000$1F43KHk5FDee000E$29c47331947102ff562f059f6be7c3627b0bb21fac336f240dda47ad153af238,0,-2035.82
32,Evelyn,Hendricks,"7954 Stephen Throughway Apt. 184
Franklinchester, GA 80124",rmiranda@hotmail.com,pbkdf2:sha256:260000$WLkjcb0f6KPWYrwl$f529f81cb87e6567e120e6676a564ffc0f40083da28455c29b88ac67a4a66cd6,1,-252.26999999999998
33,Paula,Walter,"0525 Christopher Fords
Shannonfort, ND 69503",millersamuel@yahoo.com,pbkdf2:sha256:260000$8pmh9f0Rh5pH7ba5$d26da2abfed1f56f8e8a7bb54b8e18e99f4e82b4884c753be8c00a81f9b97890,0,714.58
34,Derrick,Webb,"520 Fox Expressway Suite 497
North Jasmine, PA 88434",cherylstewart@yahoo.com,pbkdf2:sha256:260000$me5joLHniCZ8JRwR$b832ded5d4c012b9e11b6fc4a5505b4a8ae0eb90e15ff3fbf3d8806fb324e070,1,1455.55
35,Patrick,Graves,"49874 Farrell Orchard Suite 311
New Veronicashire, MA 96567",santanajimmy@gmail.com,pbkdf2:sha256:260000$SmpyrTr5zuw3ksjV$807fc39671def6601c3127f4cd90226ffa5e29befea92767130a4c5ba344e8fe,1,3640.6099999999997
36,Leah,Bell,"94930 Madison Streets Apt. 622
Ryanhaven, IN 88294",stephenbeck@yahoo.com,pbkdf2:sha256:260000$VapKtqpGaH6vqTkX$614200848c6a20bd0364d9bd1728233ddeba6b96d5c17f73f9328a81bcd92d9a,0,-2625.37
37,Dalton,Fritz,"33319 Russell Village
New James, CO 25596",palmercassandra@hotmail.com,pbkdf2:sha256:260000$7HfLplBPP5hILUgT$99129655644f4b5e61a53dc110fc6779eba72f220160192aa860421c10df80cf,1,-4706.859999999999
38,Madeline,Stevenson,"3348 Curtis Street
Fosterberg, CA 38222",alisongreer@yahoo.com,pbkdf2:sha256:260000$27yRC56vND3xsbCj$0f64361e8e4535f7d812642916ee12c23b9f0cd7c39e6ad3acd59090a62689a3,0,-3603.3
39,Valerie,Charles,"496 Jeanette Divide Suite 055
Danafurt, AK 39361",jasondavis@hotmail.com,pbkdf2:sha256:260000$7wW0nJWHMN109xcQ$efe26ff1d2f508a425f8b1d124a15f636f88d153efb9cc9c1e18d38b1935f111,0,861.4
40,James,Scott,"742 Jared Green
Lake Anthonyport, RI 94947",markchan@gmail.com,pbkdf2:sha256:260000$x5r25Pycs1TkrbLH$d042c977684697c32d28de2abde283284deb2891c592ce5fcb7451f8420c3908,0,-3068.44
41,Jennifer,Garcia,"18940 Samantha Creek Apt. 722
Scottburgh, VT 75335",castroallen@gmail.com,pbkdf2:sha256:260000$kYeVMtw4oUbl24tV$501aa2b12e63cf0985dfd36b03b7e6ee3576ad1b549a992965588cfe10c9314c,0,0.0
42,Keith,Jones,"431 Johnson Neck Suite 039
Mariechester, VT 67849",caleb01@yahoo.com,pbkdf2:sha256:260000$yVnc9dbRfODD6pT8$ed4082dbbaf97fa210cc7571ee6a03ae0d11e7db134fed7b5f0256065f6c2677,0,2100.02
43,Lori,Moore,"20866 Keith Mill
Susanton, NJ 21190",guerrerothomas@hotmail.com,pbkdf2:sha256:260000$PEzOsyR7wca9P5FJ$a150d7b56e1122dff5dc49509d3a0b1a84df4fea255f311a0392978fce2dbe1d,1,-2956.9200000000005
44,Ariel,Freeman,"125 Dixon Common
Lake Natashabury, VA 50064",allison58@hotmail.com,pbkdf2:sha256:260000$cJAdQbv55LP5WSXc$556be6ec6126fd633f44b1f036417bc90ebfb0deee65d9c09c4d267529dfc238,0,-919.8000000000001
45,Randy,Bernard,"0684 Samantha Cape
Jennifermouth, MT 01521",jeremy24@yahoo.com,pbkdf2:sha256:260000$xGpZdORwsHKHz51F$6e079c51189dc89a9ee0ec54bfb202b3caf648fd20a0aa6ce90423bdac78887c,0,-129.08
46,Timothy,Kerr,"2648 Flores Stream
Henryville, PA 41804",johnny46@hotmail.com,pbkdf2:sha256:260000$Ya8yztfC5J38udZQ$3bfae517e00a509bcf97e1044b935c6dc5bbd416d4d4558c13bf28a8ca81cb21,1,3322.2700000000004
47,William,Crawford,"5830 Nielsen Greens Suite 891
Patriciahaven, FL 08869",james07@yahoo.com,pbkdf2:sha256:260000$ABmGd4Qt9vOFc3Sx$f4c62925921590488e3fa081d84d99c0849dbc707fd182f46d0d372228b60586,1,5102.73
48,Jonathan,Davis,"45116 Blake Inlet Suite 034
East Melanie, NJ 32055",marquezpaula@hotmail.com,pbkdf2:sha256:260000$F5Cn4WxaOmUdeXih$2ed357c4b165b4c6f075406a127859bdfd072cba2dacfec373685f6f3199ddaa,0,706.96
49,Kathryn,Noble,"15233 Keller Wall Suite 978
Kimtown, TX 81993",josephmason@hotmail.com,pbkdf2:sha256:260000$pwAaHDjwYchP2GlQ$566a25efaf3a02eb075db03530ace512ccfa95e2d35e1228672c395c0647b492,1,-6723.65
50,Daniel,Cortez,"31925 Ware Trail Suite 586
Riveraview, ME 58653",richard56@yahoo.com,pbkdf2:sha256:260000$2RUBGtbeM3xbFJjf$e55fe09c7e9dc3074dd81cb05f107d02739a774dc813c3b5db8896c81e97198c,1,8932.52
51,Kenneth,Boyd,"61322 Hill Springs
Garymouth, CT 99406",fosterbryan@yahoo.com,pbkdf2:sha256:260000$uTVrRyUnkMEBaeM0$17aa83eba91560d7ccc1d3780f9224e1fb39d6cbe9d2bc0e64d686b42e2a8a54,0,-1806.16
52,Renee,Moore,"5285 Lisa Course
North James, VT 86261",anthonyvincent@yahoo.com,pbkdf2:sha256:260000$lxcDvzAGpeRXdKXU$1d7dabd772f1e65927defbba54d7b9b2e31aad0dd6e040ef908b385ec992b707,1,2073.12
53,Alyssa,Farley,"938 Jason Summit
Gallowayville, GA 21419",sawyersamuel@yahoo.com,pbkdf2:sha256:260000$yobqOhI1KOGXg7VK$77ed8bb2de392d8acccfb50305729131a58ff4d3d8a8df1779cb377a0e45e58b,0,0.0
54,Alexis,Williams,"810 Ralph Via
Georgefurt, TN 42292",gstone@yahoo.com,pbkdf2:sha256:260000$Zz4xwpn7Fa58xaoO$9b20d017246bc2212a91711e94e4f28fc42bede73672a14d67845d1bc1a3f38a,1,133.98999999999978
55,Jasmine,Castro,"983 William Oval
New Jessica, DE 20592",kevinflores@gmail.com,pbkdf2:sha256:260000$A0SVwDVZjCCQVuXg$df2f474200e9462baf0ba4e7c0e81dde7e8d1a7e1bc665834163c71ae1d79eae,1,7106.049999999999
56,Joseph,Williams,"411 Craig Knoll
East Lauren, VA 97386",gordon43@hotmail.com,pbkdf2:sha256:260000$EBMVlCsrottDiOph$781d9f3c8cfa948e118836902de4389066dc86c2344c770b175cc9c7e69964ac,0,-1225.42
57,Jennifer,Marsh,"41694 Ashlee Lodge Suite 853
East Denise, DE 70663",kennethwashington@gmail.com,pbkdf2:sha256:260000$g5Yt3sgiqJdhD3Rd$b0df99da959bd3c23901f4cf0d4b1ef2c5d01e8b458b69ea3c7005265c26c6da,1,4552.66
58,Anne,Michael,"535 Rowland Stravenue Suite 306
Richardtown, DE 41691",hamiltonchristopher@gmail.com,pbkdf2:sha256:260000$6Bf5OSwNjkz1zWLj$d966ae87014a26ae3af7ab8ccd9f6a1602fce094f4fbb722a09b6c302d72eeff,1,586.5500000000002
59,Joshua,Duke,"23312 Bob Points
New Marychester, SD 59471",nsmith@hotmail.com,pbkdf2:sha256:260000$MfsZTAESgz9PXcpT$fd1089d3a57bb17c790be2844af6bb5030a639a7a5650b9532c448eb360a04dc,0,-1856.66
60,Susan,Turner,"5099 Rodriguez Square Apt. 267
Lisaview, TX 98607",jennaarnold@yahoo.com,pbkdf2:sha256:260000$rVfKpA8RDLkvWSnR$fb765f107409f2db57968f85821ab500786fa1ed2c153020f2b475b79ce5cd02,1,719.5500000000002
61,Julie,Dominguez,"46894 Matthew Prairie
Josephbury, WA 68649",scottzimmerman@hotmail.com,pbkdf2:sha256:260000$TmJ1wzEXwWVFUb2q$7337b56bb348c896ddbcb68da8d3b79ab085f10536380134de9c5e20060d8c05,0,-2312.2
62,Dwayne,Osborne,"1955 Robert Lake Suite 238
New Dennis, NY 15122",bonnie89@gmail.com,pbkdf2:sha256:260000$u5QQi0cF95JCv9wp$558d0d58673b0830375ba9dfb523d2f2a1c002cd9fe8e1cf4e4d31940db88ec4,0,-5534.36
63,Antonio,Thompson,"24075 Lin Pass Apt. 490
Dominguezview, MN 02536",cindy30@gmail.com,pbkdf2:sha256:260000$4eW4XCctE87nF1wC$562b584222826ef272a5163ce858a88ed0a7bb8d515964d0d92e88335e0d6d81,0,-48.57
64,Yolanda,King,"64598 Jefferson Point Apt. 056
Nortonshire, IN 16140",qhenderson@gmail.com,pbkdf2:sha256:260000$n3siJSYp5bDCEIFX$b11d58fe554f335544b180e03bc208c370b43e3bf6b1848e3f459b2b4b2b3b98,0,603.79
65,Richard,Woodward,"8379 Ashlee Port Apt. 461
North Markville, LA 13324",nancyturner@hotmail.com,pbkdf2:sha256:260000$Ij4en5gh5YWsmKMA$19bcf1e45bcebb6a5a026210c04af752f1b44437ea2d9d4bf19e88f038a71562,1,3242.1800000000003
66,Jeremy,Costa,"60980 Brian Road Suite 750
Rodriguezview, WA 06223",bradley51@hotmail.com,pbkdf2:sha256:260000$8NITMGfJFmgm6dYL$f49b10dbee4e9e35ff7e480dc2feae314fd77d5598786be1a217e635d6bdc2fd,1,2837.9399999999996
67,Robert,Dunn,"46977 Rivera Route
Port Caleb, ND 66244",matthewpetersen@hotmail.com,pbkdf2:sha256:260000$KYEPdEhMxdnuRrBp$e45a3d79250c2f6e7c6245b68e45e1b237a6f62559a32536beb443042c1450ae,0,358.95
68,Tonya,Andersen,"473 Joseph River
East Dennis, VT 04136",uhill@hotmail.com,pbkdf2:sha256:260000$Snsb3w0lLWgbObnI$0c6548b7ab26ea6b61f586d5da0c92633f631ffad9c84adcf13f0b1a60749eb3,0,892.51
69,Stephen,Bernard,"2082 Russell Station Apt. 498
North Jerryshire, TN 99461",lisa79@yahoo.com,pbkdf2:sha256:260000$TJf6pK3HVp4b1DJT$3e6f3eba0a8a0cfec8678d3b9e23c199eb5f960d31edad415b8d2451c4e8d2f1,0,535.22
70,Amanda,Gonzalez,"2039 Wall Mission Suite 006
Piercetown, GA 89103",richardsonjerry@yahoo.com,pbkdf2:sha256:260000$ewE0fevQMshQrKje$dd8076c6f6c14f5893b9eba6c7efe018e7a439a55b5f3a5407c797b28d3b6f0e,0,13.859999999999985
71,Jimmy,Walker,"4101 Savage Park
South Lorraine, VA 53629",jmcmahon@gmail.com,pbkdf2:sha256:260000$Q7fKG7EszaOTc5Sb$c455c3973554be11105c42dff19c62bc16f5f35e1b87f213e2ac175bde7ee81c,0,-5109.83
72,Austin,Holland,"08987 Ramirez Avenue
Bellchester, UT 04795",wrightkaylee@hotmail.com,pbkdf2:sha256:260000$PiuwSjs7ZgZX88Mx$8a6f28b03bc0051ec25501fc67f7b8793964c2d767edbdd068601ebf896ca7b8,0,-2795.39
73,Molly,Fuller,"848 Eric Knoll
North Justinchester, KS 69953",danielbernard@gmail.com,pbkdf2:sha256:260000$42dO5iINWisYTnX4$c7aa688b3be0ae118b8f5fb5f4f570c31c70483d7086f3b2e2a690e1b00acb3f,1,647.94
74,Doris,Kaiser,"16581 Gregory River
Port Angela, VT 66142",wbrown@gmail.com,pbkdf2:sha256:260000$6TOQPG29UZWhj8Hj$9863ad180a73556ee7eb3397c3de79fc60768cb655668e2416979529fd5623cd,1,-2295.7400000000007
75,Tyler,Curtis,"57654 Ponce Meadow
South Erica, NH 18794",ofernandez@yahoo.com,pbkdf2:sha256:260000$kSKRYOEY2zvLSHmp$60992078d469a168a30c56403069ff20e3ac81e18034502261cef29d0608e01a,0,-57.03
76,Angela,Tucker,"62799 Armstrong Avenue Apt. 932
South Tonya, ID 01948",conradthomas@yahoo.com,pbkdf2:sha256:260000$a3J1F2aiBhiVgKMg$6c3298f10bc3d6d85dda6f8df9eb483d3875f6830e2abc87f3299f280153f030,0,643.56
77,Robert,Gould,"5565 Powers Avenue Apt. 753
West Alexanderchester, OR 56221",savannahsoto@hotmail.com,pbkdf2:sha256:260000$8RGlo57qRJR3i7qF$8e4046447e71613626d6f61a8bdf6169f965fccd6b755b804f1d2bcd07fa6680,1,-1699.1900000000003
78,Cody,Morris,"46670 Orozco Walks Suite 505
Diazmouth, CA 12755",debra49@yahoo.com,pbkdf2:sha256:260000$MNsrIkG7rNyuR9mt$646b9e198e3dc0855084a2e8a6b9337017c31e7d71e6f9ca4b96265e4ce1c823,1,3389.8700000000003
79,Valerie,Jacobs,"2337 Tina Trafficway
Lisaborough, OK 94452",edward63@gmail.com,pbkdf2:sha256:260000$X9PuYMdGsosBZcnc$706c4c743bd55c05aae224451c5aa6743757e8e498cd902756e4ca622d430853,1,-3144.67
80,Deanna,Holt,"189 Johnson Flats Suite 066
North Tiffany, MA 54902",deborah77@gmail.com,pbkdf2:sha256:260000$Tf53QjoFGCi3UD5r$528346d2b49a7619480d869ecb84fefcba3b838a60da5b1f92cc5beac899c981,1,-2491.65
81,Larry,Palmer,"58718 Camacho Cove Suite 092
Elizabethburgh, NJ 29866",opoole@hotmail.com,pbkdf2:sha256:260000$JwU5D8dds5Gn1FyS$649ea3f35ccb640eb27ab3e31eb8a2a0109efd840f30cd9a8a0e8fe712c4e2a8,1,0.0
82,Kristina,Higgins,"824 Roberson Port Apt. 542
Martinborough, DC 98148",dwells@hotmail.com,pbkdf2:sha256:260000$Ilc3DCsE8k3EtuoQ$275f009f69faa237f71f282290f8dcaf706dec04882ab3ca4fd0998ecba94357,0,-4954.650000000001
83,Shawn,Matthews,"46432 Gina Route
West Johnny, CT 19932",qstephenson@hotmail.com,pbkdf2:sha256:260000$Do6YnestfgLymbg3$ae44fff39be54e9a4f3dbabe5278b7cb43961ccefc85958ecf9e20399d0032b5,1,4863.63
84,Samantha,Parrish,"USCGC Blackburn
FPO AA 75632",jeffreysmith@gmail.com,pbkdf2:sha256:260000$Vox4VsXQT4cqIRyS$8a49e13f309514026fcdc7c0c7b5de5c3916f9d8ad5567b08af8c6f911e2d249,0,1654.91
85,Tonya,Jacobs,"Unit 6430 Box 0927
DPO AP 20036",marydaniel@yahoo.com,pbkdf2:sha256:260000$8t57l2sAW6CXCqyr$51ec304ad1a58e5303e7ff1b4b5ccc7386eb14e81372f78489c61fb8d51fd512,1,138.01
86,John,Beck,"304 Paul Mall
Douglasfurt, DC 54863",jerrybrooks@hotmail.com,pbkdf2:sha256:260000$QgtZ5zC7sa5bDK99$034572386446401da8e65038b776d709371b747210d00260f885177b373c29a5,1,3174.8
87,Laurie,Underwood,"229 Case Shoal Suite 948
Lake Jennifer, TX 47367",mcbridemary@gmail.com,pbkdf2:sha256:260000$Ohqkgppb4egck2NC$80f8482d4b4c775246d96ebd7535dea02aff4606a225e3fab05979662c7e51d6,0,-2516.06
88,Linda,Orozco,"Unit 4616 Box 6533
DPO AE 79485",ycolon@yahoo.com,pbkdf2:sha256:260000$JueJwkYJD2quxw0p$2d7b35798b53edbbee8d01f14d04d8e5a789fd4811619d3e0ca41437d5662aac,0,-3323.6200000000003
89,Kimberly,Park,"1123 Ferguson Circle Suite 287
North John, PA 04644",michael74@yahoo.com,pbkdf2:sha256:260000$xA9pmgnb7Y0VIqc2$8379a10def60b5cfd134f4708cdad11331c2d6aebde92fb12db3795949a487d6,0,-107.06
90,Cynthia,Lyons,"9204 Ware Rapid
Lake Zachary, OH 28651",dillonwest@yahoo.com,pbkdf2:sha256:260000$yNnReqe5yafXx13w$7d48b283c746b07aad9079baa79ea81cff7ad75ed67d90c0a161ffaad596c431,1,1683.3700000000001
91,Daniel,Hall,"USNS Cisneros
FPO AP 07096",sarabender@hotmail.com,pbkdf2:sha256:260000$k11yvbMkwmST6Vg4$e7dd97c89a921697fc8308f8f9782a517806bfb1698d8e321248313cbeac3aa8,0,-2043.0600000000004
92,Spencer,Duncan,"1604 Perry Island Suite 400
Cortezville, AZ 28041",jeremy83@hotmail.com,pbkdf2:sha256:260000$TmVlfjG0mQFHkUyn$b60685b16b29a59e8ba960804e660a28b83d709a66b3d0f65087f06735d205e6,0,-814.72
93,Cheryl,Acosta,"9928 Leach Cove Apt. 182
Mooreton, IL 16060",jonathan73@yahoo.com,pbkdf2:sha256:260000$Jkgxra6nDquFTwhF$6fbfc9577faf584cb845a9717b466225dfcff07d5c7155d922d3539e84c0380d,1,5732.719999999999
94,Matthew,DDS,"2898 Scott Shoal
West Ryanchester, AL 65745",alexandramitchell@gmail.com,pbkdf2:sha256:260000$teq5w7kGr65Hrw0h$c0dbaf7bb7b6f5b74256c7c5cb74ace6b31090046823e8e89fb0a7cd5e07a93b,0,-2403.15
95,Angela,Peterson,"134 Garrett Curve
Sarahview, AL 31826",mathew17@hotmail.com,pbkdf2:sha256:260000$6rc1M54pNwExKW9p$d8255ea65ff46c40e505ec8ac861d97dfef8333c9427fb3185600d9fe997fd53,1,83.94999999999982
96,Adrienne,Friedman,"09420 Ramos Walks Apt. 671
South Emilychester, KY 17264",pgriffin@yahoo.com,pbkdf2:sha256:260000$0mVI59VjxQBbNgRU$0070a0aff2ebde4774f45c7bfe245b54a55598bd42836b429ddc6fab954eb088,1,-2870.2200000000003
97,Donald,Thompson,"145 Roberts Common Suite 347
East Lindseyville, MA 56035",kennethwilliams@gmail.com,pbkdf2:sha256:260000$43ykCnaVWeG7xBnU$b4866508fd42e4b1cc9dcc01067991beb8657092e8c19c3e9f2eff66b802551f,0,-3635.61
98,Bryan,Scott,"03107 Kristopher Parkways
Jenniferchester, WI 32030",shawnharris@gmail.com,pbkdf2:sha256:260000$GE6xHARW9nsF30zq$baf5c99b643082446daee08b7d532d1d9bba6107e4deb2aa703f05c60d569fef,0,0.0
99,Jessica,Miller,"99513 Thomas Port Apt. 838
Hutchinsonmouth, MN 33266",danieltucker@hotmail.com,pbkdf2:sha256:260000$EhWqp0A8nfiJkZIS$97cc6cf0ebb7e500a4dd03785debc2eef2af8b5fbdd185d581c16ace115f27fb,0,-2699.59
100,Samantha,Taylor,"3822 Warren Via Apt. 090
Andersonborough, OK 50614",timosborne@hotmail.com,pbkdf2:sha256:260000$NWwFUKVNUxZgoAe4$42d1e079c257164cfb8610606d771d45ce9a0511da3c2303f2e5950ef9b43bb3,0,1752.81
101,Samantha,Washington,"79662 Sandra Club
South Carlaland, MO 42612",brian98@hotmail.com,pbkdf2:sha256:260000$SCME1UN2DWOZhXR5$7028006f65c3fbfa6f352d09656fbf37679625a1b274f0e8b077d11a2a2252a2,0,279.1700000000001
102,Heather,Wright,"5916 Morris Junctions Suite 553
Ebonyfort, VA 26285",williamsmichelle@yahoo.com,pbkdf2:sha256:260000$UOt0QehuEe7pWumx$3d3fb8ea2dcad50057362dd4a7a1a6cc5d5b4ce4e1b349ce85cc2ec9cabec331,0,-10806.529999999999
103,Kimberly,Gardner,"8025 Garcia Gardens
Beckview, AL 79357",amber45@gmail.com,pbkdf2:sha256:260000$QS2lMOP7WDhlXZ74$c4f98fead6ad7405cd10dd6f0e073ebd4a860c9eb3d4bca3f288f59f1fa861fa,0,0.0
104,Kevin,Holloway,"87985 Richard Dam
Kathleenhaven, GA 65455",clarkmichael@hotmail.com,pbkdf2:sha256:260000$wI0m9LQhcq0g0YXX$5d3a150ab60bb0db2a25e74003c218d78ef28fe6c4da350d179884cadcac1657,0,-145.84
